source_row,frequency_rank,complexity,word,romanized,pos_ko,classification,hanja_ref,english,note,word_group_size,word_group_index,review_flags
1693,1804.0,B,단순히,dansunhi,부,adverb,單純-,Simply,,1,1,
1694,1805.0,B,달려가다,dallyeogada,동,verb,,"Run, rush, dash",,1,1,
1695,1806.0,B,방문,bangmun,명,noun,訪問,A visit,,2,1,surface_duplicate
1696,1807.0,B,불만,bulman,명,noun,不滿,Dissatisfaction,,1,1,
1697,1808.0,B,불편하다,bulpyeonhada,형,adjective,不便-,To be unpleasant,,1,1,
1698,1809.0,B,실제,silje,명,noun,實際,"The truth, a fact",,2,1,surface_duplicate
1699,1810.0,B,종,jong,명,noun,種,"A sort, kind, species",,2,1,surface_duplicate
1700,1811.0,B,피,pi,명,noun,~를흘리다,Blood (is flowing),,1,1,
1701,1812.0,A,강,gang,명,noun,江,River,,1,1,
1702,1814.0,B,관객,gwangaek,명,noun,觀客,Spectator,,1,1,
1703,1815.0,C,동작,dongjak,명,noun,動作,movement (of the body); action,,1,1,
1704,1816.0,C,뜻하다,tteushada,동,verb,,to mean; to signify,,1,1,
1705,1817.0,B,막,mak,부,adverb,바로지금,"Carelessly, at random",,2,2,surface_duplicate
1706,1818.0,B,밀리미터,millimiteo,의,noun,millimeter,Millimeter,,1,1,
1707,1819.0,A,비싸다,bissada,형,adjective,,To be expensive,,1,1,
1708,1820.0,B,숫자,susja,명,noun,數字,"A figure, number",,1,1,
1709,1821.0,B,열,yeol,명,noun,熱,Heat,,2,1,surface_duplicate
1710,1822.0,A,왼쪽,oenjjok,명,noun,,The left side,,1,1,
1711,1823.0,C,중세,jungse,명,noun,中世,The middle ages,,1,1,
1712,1824.0,A,택시,taeksi,명,noun,taxi,Taxi,,1,1,
1713,1825.0,C,통합,tonghap,명,noun,統合,"Unity, unification",,1,1,
1714,1827.0,B,계산,gyesan,명,noun,計算,Calculation,,1,1,
1715,1828.0,C,꼬리,kkori,명,noun,,Tail,,1,1,
1716,1829.0,B,놀랍다,nollapda,형,adjective,,To be surprising,,1,1,
1717,1831.0,C,양식,yangsik,명,noun,樣式,"A mode, a style, an order, a modality",,2,1,surface_duplicate
1718,1832.0,B,예전,yejeon,명,noun,,"Old days, former days",,1,1,
1719,1833.0,B,저,jeo,감,interjection,,That,,4,3,surface_duplicate
1720,1834.0,B,전기,jeongi,명,noun,電氣,Electricity,,3,1,surface_duplicate
1721,1835.0,C,주식,jusik,명,noun,株式,Stock,,1,1,
1722,1837.0,B,틀리다,teullida,동,verb,답이~,"To be turned, warped 2) go wrong, be mistaken",,1,1,
1723,1839.0,C,끊임없이,kkeunhimeopsi,부,adverb,,Constantly or unceasingly,,1,1,
1724,1840.0,B,모델,model,명,noun,model,Model,,1,1,
1725,1841.0,B,붓다,busda,동,verb,물을~,"to pour (water, liquid)",,2,1,surface_duplicate
1726,1842.0,C,상식,sangsik,명,noun,常識,Common sense,,1,1,
1727,1843.0,C,상표,sangpyo,명,noun,商標,"trademark, brand",,1,1,
1728,1844.0,A,시원하다,siwonhada,형,adjective,,"Be cool, refreshing",,1,1,
1729,1845.0,C,아니하다,anihada,보,auxiliary verb,,To be/do not,,1,1,
1730,1846.0,A,어디,eodi,감,interjection,,Where?,,2,2,surface_duplicate
1731,1847.0,C,의식하다,uisikhada,동,verb,意識-,"Be conscious of, be aware of",,1,1,
1732,1848.0,B,고모,gomo,명,noun,姑母,A paternal aunt,,1,1,
1733,1849.0,B,궁금하다,gunggeumhada,형,adjective,,To wonder or be curious about,,1,1,
1734,1850.0,C,둘러싸다,dulleossada,동,verb,,To surround.,,1,1,
1735,1851.0,B,딱,ttak,부,adverb,바라진모양,tightly; in a perfectly fitting manner,,2,1,surface_duplicate
1736,1852.0,A,뛰다,ttwida,동,verb,심장이~,"to pulsate, palpitate",,2,2,surface_duplicate
1737,1854.0,C,민주화,minjuhwa,명,noun,民主化,Democratization,,1,1,
1738,1855.0,C,보도,bodo,명,noun,報道,"news, report",,1,1,
1739,1856.0,C,살피다,salpida,동,verb,,Take a good look at,,1,1,
1740,1859.0,A,않다,anhda,동,verb,,To not do,,2,2,surface_duplicate
1741,1860.0,B,약하다,yakhada,형,adjective,弱-,To be weak,,1,1,
1742,1861.0,B,잘못하다,jalmoshada,동,verb,,To make a mistake,,1,1,
1743,1862.0,A,잡지,japji,명,noun,雜誌,A magazine,,1,1,
1744,1864.0,C,거부하다,geobuhada,동,verb,拒否-,Deny or reject or disapprove,,1,1,
1745,1865.0,B,공무원,gongmuwon,명,noun,公務員,Public servant,,1,1,
1746,1866.0,B,그만두다,geumanduda,동,verb,,Stop or discontinue,,1,1,
1747,1867.0,A,댁,daek,명,noun,宅,You and your family,,1,1,
1748,1868.0,A,반갑다,bangapda,형,adjective,,Be happy,,1,1,
1749,1869.0,B,부족,bujok,명,noun,不足,insufficiency; inadequacy,,2,2,surface_duplicate
1750,1870.0,C,실시,silsi,명,noun,實施,"execution, enforcement",,1,1,
1751,1871.0,C,운명,unmyeong,명,noun,運命,"fate, fortune",,1,1,
1752,1873.0,C,재정,jaejeong,명,noun,財政,"finances, economy",,1,1,
1753,1874.0,C,차라리,charari,부,adverb,,"rather, preferably",,1,1,
1754,1875.0,C,학자,hakja,명,noun,學者,Scholar,,1,1,
1755,1876.0,A,다녀오다,danyeooda,동,verb,,Drop in for a short visit,,1,1,
1756,1877.0,B,달다,dalda,동,verb,단추를~,"to be sweet, delicious",,5,2,surface_duplicate
1757,1878.0,C,대규모,daegyumo,명,noun,大規模,2. to be delicious,,1,1,
1758,1879.0,C,동,dong,관,attributive,同,the same,,2,1,surface_duplicate
1759,1880.0,C,민간,mingan,명,noun,民間,"civil, private",,1,1,
1760,1881.0,C,법원,beobwon,명,noun,法院,Court of justice,,1,1,
1761,1882.0,A,비디오,bidio,명,noun,video,Video,,1,1,
1762,1883.0,C,사실상,sasilsang,부,adverb,事實上,"Actually, in truth",,1,1,
1763,1884.0,C,아끼다,akkida,동,verb,,"grudge, spare",,1,1,
1764,1885.0,A,이쪽,ijjok,대,pronoun,,"This side, our way",,1,1,
1765,1888.0,C,지대,jidae,명,noun,地帶,"Zone, belt, district",,1,1,
1766,1890.0,C,판단하다,pandanhada,동,verb,判斷-,To make a conclusion,,1,1,
1767,1891.0,B,행복하다,haengbokhada,형,adjective,幸福-,To be happy,,1,1,
1768,1892.0,B,굽다,gupda,동,verb,익히다,To roast or bake,,1,1,
1769,1893.0,B,기름,gireum,명,noun,,Oil or fat,,1,1,
1770,1894.0,C,실천하다,silcheonhada,동,verb,實踐-,"To practice, put in theory",,1,1,
1771,1895.0,B,쏟아지다,ssodajida,동,verb,,To pour out,,1,1,
1772,1896.0,A,연습,yeonseup,명,noun,練習,"practice, exercise",,1,1,
1773,1897.0,A,오른쪽,oreunjjok,명,noun,,The right side,,1,1,
1774,1898.0,C,용어,yongeo,명,noun,用語,Technical terminology,,1,1,
1775,1899.0,C,익히다,ikhida,동,verb,기술을~,"to become proficient in something, Habituate oneself to",,2,1,surface_duplicate
1776,1901.0,A,지도,jido,명,noun,地圖,"Map, atlas",,2,1,surface_duplicate
1777,1902.0,C,지위,jiwi,명,noun,地位,"Position, status",,1,1,
1778,1903.0,C,풍부하다,pungbuhada,형,adjective,豊富-,"To be abundant, copious, plentiful",,1,1,
1779,1904.0,A,화장실,hwajangsil,명,noun,化粧室,Bathroom,,1,1,
1780,1905.0,B,기억하다,gieokhada,동,verb,記憶-,To recall or remember,,1,1,
1781,1907.0,C,식량,sikryang,명,noun,食糧,"food, provisions",,1,1,
1782,1908.0,C,실험,silheom,명,noun,實驗,"An experiment, test",,1,1,
1783,1909.0,C,용기,yonggi,명,noun,勇氣,Bravery,,2,1,surface_duplicate
1784,1912.0,B,토론,toron,명,noun,討論,"A debate, discussion",,1,1,
1785,1914.0,C,핵,haek,명,noun,核,"A nucleus, core",,1,1,
1786,1915.0,B,고급,gogeup,명,noun,高級,High rank or first class,,1,1,
1787,1916.0,B,고생,gosaeng,명,noun,苦生,A hard life or privation,,1,1,
1788,1918.0,B,미치다,michida,동,verb,정신에이상이생기다,"(informal, derogatory) to go crazy, to become insane",,2,2,surface_duplicate
1789,1919.0,B,밟다,balpda,동,verb,,Step on,,1,1,
1790,1920.0,C,상당하다,sangdanghada,형,adjective,相當-,"Be proper, suitable",,1,1,
1791,1921.0,B,섞다,seokkda,동,verb,,"blend, mix",,1,1,
1792,1922.0,C,수석,suseok,명,noun,首席,The top seat,,1,1,
1793,1925.0,B,없애다,eopsaeda,동,verb,,"Remove, get rid of, do away with",,1,1,
1794,1928.0,B,이뤄지다,irwojida,동,verb,,To make something for a specific purpose,,1,1,
1795,1930.0,C,적절하다,jeokjeolhada,형,adjective,適切-,Appropriateness,,1,1,
1796,1931.0,B,정상,jeongsang,명,noun,頂上,"The top, summit",,2,1,surface_duplicate
1797,1932.0,C,제사,jesa,명,noun,祭祀,A holiday ceremony,,1,1,
1798,1933.0,A,주말,jumal,명,noun,週末,Weekend,,1,1,
1799,1934.0,C,지혜,jihye,명,noun,智慧,"Wisdom, wits",,1,1,
1800,1935.0,C,참새,chamsae,명,noun,동물,A sparrow,,1,1,
1801,1936.0,B,화장품,hwajangpum,명,noun,化粧品,"Makup, cosmetics",,1,1,
1802,1937.0,B,굵다,gulkda,형,adjective,,Be thick or fat,,1,1,
1803,1939.0,B,깨끗이,kkaekkeusi,부,adverb,,Clean or neatly,,1,1,
1804,1940.0,B,낡다,nalkda,형,adjective,,Clear,,1,1,
1805,1941.0,A,내년,naenyeon,명,noun,來年,Next year,,1,1,
1806,1942.0,C,농산물,nongsanmul,명,noun,農産物,Agricultural products,,1,1,
1807,1943.0,B,눈앞,nunap,명,noun,,Before one’s eyes,,1,1,
1808,1944.0,A,대학생,daehaksaeng,명,noun,大學生,University student,,1,1,
1809,1945.0,B,방문하다,bangmunhada,동,verb,訪問-,To visit,,1,1,
1810,1946.0,B,붉다,bulkda,형,adjective,,"Be red, scalet",,1,1,
1811,1947.0,C,사고,sago,명,noun,思考,thought; reflection,,2,2,surface_duplicate
1812,1948.0,B,순서,sunseo,명,noun,順序,"system, order, sequence",,1,1,
1813,1949.0,B,아무래도,amuraedo,부,adverb,,"Never on any account, no matter what",,1,1,
1814,1950.0,B,연구소,yeonguso,명,noun,硏究所,A research institute,,1,1,
1815,1951.0,C,올,ol,관,attributive,올해,This year,,2,1,surface_duplicate
1816,1952.0,C,위대하다,widaehada,형,adjective,偉大-,"To be great, mighty, grand",,1,1,
1817,1953.0,B,이사,isa,명,noun,移徙,House-moving,,1,1,
1818,1954.0,C,지배하다,jibaehada,동,verb,支配-,"Control, direct",,1,1,
1819,1955.0,C,틈,teum,명,noun,,"A crack, gap, opening",,1,1,
1820,1956.0,C,가령,garyeong,부,adverb,假令,1) For example 2) supposing or admitting,,1,1,
1821,1958.0,C,거대하다,geodaehada,형,adjective,巨大-,Huge or gigantic or enormous,,1,1,
1822,1959.0,A,닫다,datda,동,verb,,To close,,1,1,
1823,1960.0,C,드물다,deumulda,형,adjective,,to be rare,,1,1,
1824,1961.0,B,들르다,deulleuda,동,verb,,(transitive) to hold,,1,1,
1825,1962.0,C,매달리다,maedallida,동,verb,,"Be suspended, to be hanging down (from) ; to stick to a job, to persevere",,1,1,
1826,1963.0,A,생일,saengil,명,noun,生日,A birthday,,1,1,
1827,1964.0,B,섬,seom,명,noun,,An island,,1,1,
1828,1965.0,B,이하,iha,명,noun,以下,"Less than, below",,1,1,
1829,1966.0,B,참석하다,chamseokhada,동,verb,參席-,"To attend, take part in",,1,1,
1830,1967.0,C,토대,todae,명,noun,土臺,"A foundation, a base",,1,1,
1831,1968.0,B,해결,haegyeol,명,noun,解決,"Solution, settlement",,1,1,
1832,1969.0,B,행복,haengbok,명,noun,幸福,Happiness,,1,1,
1833,1970.0,A,걸어가다,georeogada,동,verb,,To go on foot or walk,,1,1,
1834,1971.0,B,근로자,geunroja,명,noun,勤勞者,Laborer,,1,1,
1835,1972.0,B,글쎄,geulsse,감,interjection,,Now or well or let me see,,1,1,
1836,1973.0,C,목숨,moksum,명,noun,,Life,,1,1,
1837,1974.0,A,백화점,baekhwajeom,명,noun,百貨店,Department store,,1,1,
1838,1975.0,B,변화하다,byeonhwahada,동,verb,變化-,"To change, vary",,1,1,
1839,1976.0,A,병,byeong,명,noun,甁,bottle; jar,,2,2,surface_duplicate
1840,1977.0,C,빠져나가다,ppajyeonagada,동,verb,,Get/go out of here,,1,1,
1841,1978.0,A,안녕하다,annyeonghada,형,adjective,安寧-,To say hello,,1,1,
1842,1979.0,C,여론,yeoron,명,noun,輿論,"Public opinion, public sentiment towards sth",,1,1,
1843,1980.0,C,의복,uibok,명,noun,衣服,"Clothes, garments",,1,1,
1844,1981.0,C,체조,chejo,명,noun,體操,Gymnastics,,1,1,
1845,1982.0,A,출발하다,chulbalhada,동,verb,出發-,"To depart, leave",,1,1,
1846,1984.0,C,현실적,hyeonsiljeok,명,noun,現實的,"Down to earth, Realistic",,1,1,
1847,1985.0,C,화제,hwaje,명,noun,話題,Subject of conversation,,1,1,
1848,1986.0,B,결정되다,gyeoljeongdoeda,동,verb,決定-,To become decided,,1,1,
1849,1987.0,A,고양이,goyangi,명,noun,,Kitten,,1,1,
1850,1988.0,C,공격,gonggyeok,명,noun,攻擊,Attack,,1,1,
1851,1990.0,C,물가,mulga,명,noun,物價,Prices of products,,1,1,
1852,1991.0,C,민주주의,minjujuui,명,noun,民主主義,Democracy,,1,1,
1853,1992.0,B,불안,buran,명,noun,不安,"uneasiness, anxiety",,1,1,
1854,1993.0,C,소중하다,sojunghada,형,adjective,所重-,"To be important, valuable",,1,1,
1855,1994.0,B,여유,yeoyu,명,noun,餘裕,"reserve, surplus",,1,1,
1856,1995.0,C,의문,uimun,명,noun,疑問,"A question, a doubt",,1,1,
1857,1996.0,A,중학교,junghakgyo,명,noun,中學校,Middle school,,1,1,
1858,1997.0,B,킬로미터,killomiteo,의,noun,kilometer,Kilometer,,1,1,
1859,1998.0,B,파도,pado,명,noun,波濤,"Waves, billows",,1,1,
1860,1999.0,A,흰색,huinsaek,명,noun,-色,"gray, ash color",,1,1,
1861,2000.0,A,가수,gasu,명,noun,歌手,Singer,,1,1,
1862,2001.0,B,단,dan,관,attributive,單,"Only one, alone",,2,1,surface_duplicate
1863,2004.0,B,방송국,bangsongguk,명,noun,放送局,Broadcasting station,,1,1,
1864,2005.0,C,빛나다,biccnada,동,verb,,"shine, glitter",,1,1,
1865,2006.0,B,숨다,sumda,동,verb,,"To be in hiding, to hide oneself",,1,1,
1866,2007.0,C,실리다,sillida,동,verb,싣다'의피동사,"To be printed,recorded; to be loaded onto a truck (luggage)",,1,1,
1867,2008.0,C,압력,apryeok,명,noun,壓力,"pressure, stress",,1,1,
1868,2009.0,B,예금,yegeum,명,noun,預金,Deposit money,,1,1,
1869,2010.0,C,예상되다,yesangdoeda,동,verb,豫想-,"To expect, anticipate",,1,1,
1870,2012.0,B,입학,iphak,명,noun,入學,Admission into school,,1,1,
1871,2014.0,C,증권,jeunggwon,명,noun,證券,"securities, document,deed",,1,1,
1872,2015.0,C,직후,jikhu,명,noun,直後,Immediately after,,1,1,
1873,2016.0,C,차량,charyang,명,noun,車輛,"vehicles, cars",,1,1,
1874,2017.0,C,출산,chulsan,명,noun,出産,Child birth,,1,1,
1875,2024.0,B,물다,mulda,동,verb,담배를~,"bite, put in the mouth",,1,1,
1876,2025.0,C,선진국,seonjinguk,명,noun,先進國,A developed country,,1,1,
1877,2027.0,A,약,yak,명,noun,藥,drug; medicine,,3,2,surface_duplicate
1878,2028.0,B,어느새,eoneusae,부,adverb,,"In no time, quickly",,1,1,
1879,2030.0,C,재판,jaepan,명,noun,裁判,A trial,,1,1,
1880,2031.0,A,저쪽,jeojjok,대,pronoun,,"Over there, in that direction",,1,1,
1881,2032.0,C,제자,jeja,명,noun,弟子,A disciple,,1,1,
1882,2033.0,A,창문,changmun,명,noun,窓門,A window,,1,1,
1883,2034.0,B,초,cho,의,noun,秒,"unit of time, second",,2,2,surface_duplicate
1884,2035.0,B,치즈,chijeu,명,noun,cheese,Cheese,,1,1,
1885,2036.0,C,회복,hoebok,명,noun,回復,"Recovery, recuperation",,1,1,
1886,2037.0,C,구역,guyeok,명,noun,區域,A zone or district,,1,1,
1887,2038.0,C,대응,daeeung,명,noun,對應,"Confrontation, opposition",,1,1,
1888,2039.0,B,반대하다,bandaehada,동,verb,反對-,Be opposed to,,1,1,
1889,2040.0,C,발휘하다,balhwihada,동,verb,發揮-,"Display, exhibit",,1,1,
1890,2041.0,C,소비,sobi,명,noun,消費,Consumption,,1,1,
1891,2042.0,C,심장,simjang,명,noun,心臟,The heart,,1,1,
1892,2043.0,B,아이고,aigo,감,interjection,,Oh my god!,,1,1,
1893,2047.0,B,조용히,joyonghi,부,adverb,,Quietly,,1,1,
1894,2048.0,C,중소기업,jungsogieop,명,noun,中小企業,Small and medium enterprises,,1,1,
1895,2049.0,C,직접적,jikjeopjeok,명,noun,直接的,"Directly, immediately",,1,1,
1896,2050.0,C,진실,jinsil,명,noun,眞實,"Truth, sincerity",,1,1,
1897,2051.0,C,필자,pilja,명,noun,筆者,"The writer, author",,1,1,
1898,2052.0,C,협력,hyeopryeok,명,noun,協力,"Cooperation, cooperate with",,1,1,
1899,2053.0,B,가스,gaseu,명,noun,gas,Gas,,1,1,
1900,2054.0,C,계층,gyecheung,명,noun,階層,A class or social stratum,,1,1,
1901,2055.0,B,구멍,gumeong,명,noun,,A hole,,1,1,
1902,2057.0,C,담당,damdang,명,noun,擔當,"Charge, undertaking",,1,1,
1903,2059.0,B,만화,manhwa,명,noun,漫畵,Cartoons,,1,1,
1904,2060.0,B,먹이다,meogida,동,verb,,"support, feed",,1,1,
1905,2061.0,B,무시하다,musihada,동,verb,無視-,"disregard, ignore ; to be defiant and fail to observe",,1,1,
1906,2062.0,C,보도하다,bodohada,동,verb,報道-,"To report, inform",,1,1,
1907,2063.0,B,살짝,saljjak,부,adverb,,"(1) softly, lightly, just a little (2) furtively, stealthily",,1,1,
1908,2064.0,B,생각나다,saenggaknada,동,verb,,To remember,,1,1,
1909,2065.0,A,우유,uyu,명,noun,牛乳,Milk,,1,1,
1910,2066.0,C,인상,insang,명,noun,引上,"rise, raise, increase",,3,1,surface_duplicate
1911,2067.0,B,차갑다,chagapda,형,adjective,,Cold,,1,1,
1912,2068.0,C,철저하다,cheoljeohada,형,adjective,徹底-,"thoroughness, cleanliness",,1,1,
1913,2069.0,C,태아,taea,명,noun,胎兒,"A fetus, an unborn child",,1,1,
1914,2070.0,B,관찰하다,gwanchalhada,동,verb,觀察-,Observe or view or watch,,1,1,
1915,2071.0,B,괜히,gwaenhi,부,adverb,,"In vain or useless or fruitless, for a stupid reason",,1,1,
1916,2072.0,B,끼다,kkida,동,verb,끼우다,"To put on or wear, to wear (a ring)",,2,1,surface_duplicate
1917,2073.0,B,날개,nalgae,명,noun,,The wings,,1,1,
1918,2074.0,B,녀석,nyeoseok,의,noun,,Fellow,,1,1,
1919,2075.0,B,눈빛,nunbicc,명,noun,~이매섭다,The glitter of one’s eyes,,1,1,
1920,2076.0,B,단지,danji,명,noun,團地,"(apartment/housing/work) complex, development",,2,2,surface_duplicate
1921,2077.0,C,두르다,dureuda,동,verb,,"to surround, to wrap, to wear",,1,1,
1922,2078.0,C,드디어,deudieo,부,adverb,,"finally, at last",,1,1,
1923,2079.0,B,물속,mulsok,명,noun,,Inside the water,,1,1,
1924,2080.0,C,민주,minju,명,noun,民主,Democracy,,1,1,
1925,2082.0,B,성공하다,seonggonghada,동,verb,成功-,To succeed,,1,1,
1926,2083.0,B,소나무,sonamu,명,noun,,A pine tree,,1,1,
1927,2084.0,B,여기저기,yeogijeogi,명,noun,,Here and there,,1,1,
1928,2085.0,C,여인,yeoin,명,noun,女人,"beauty, belle",,1,1,
1929,2086.0,C,운영하다,unyeonghada,동,verb,運營-,"manage, administer",,1,1,
1930,2089.0,C,평가하다,pyeonggahada,동,verb,評價-,"To evaluate, estimate, judge",,1,1,
1931,2090.0,A,표,pyo,명,noun,票,"A marker, indication",,2,1,surface_duplicate
1932,2091.0,C,필요성,piryoseong,명,noun,必要性,Necessity,,1,1,
1933,2092.0,C,감추다,gamchuda,동,verb,,Hide or conceal,,1,1,
1934,2094.0,B,머무르다,meomureuda,동,verb,,Stay overnight,,1,1,
1935,2095.0,C,모,mo,대,pronoun,某,"A certain person, mr. Jones",,2,1,surface_duplicate
1936,2096.0,C,부위,buwi,명,noun,部位,"A region, part",,1,1,
1937,2097.0,C,비우다,biuda,동,verb,,"empty, vacate",,1,1,
1938,2098.0,C,설치하다,seolchihada,동,verb,設置-,"To found, establish, create",,1,1,
1939,2099.0,A,십일월,sibirwol,명,noun,十一月,November,,1,1,
1940,2100.0,B,싸다,ssada,동,verb,보자기에~,"Wrap in, bundle",,2,1,surface_duplicate
1941,2101.0,C,아울러,aulleo,부,adverb,,"And, both together",,1,1,
1942,2103.0,C,지시,jisi,명,noun,指示,"Directions, orders",,1,1,
1943,2106.0,C,형성하다,hyeongseonghada,동,verb,形成-,"To form, make, take shape",,1,1,
1944,2107.0,B,형제,hyeongje,명,noun,兄弟,Brothers and sisters,,1,1,
1945,2108.0,B,화려하다,hwaryeohada,형,adjective,華麗-,"Splendor, magnificence of a display, a look",,1,1,
1946,2109.0,A,거울,geoul,명,noun,,1) mirror 2) a pattern or model or exemplar,,1,1,
1947,2110.0,C,덧붙이다,deosbutida,동,verb,,"Add a thing, append",,1,1,
1948,2111.0,B,딴,ttan,관,attributive,~일,"another, other; different",,1,1,
1949,2112.0,B,몇몇,myeoccmyeocc,관,attributive,,Several,,1,1,
1950,2113.0,C,무기,mugi,명,noun,武器,Weapon,,1,1,
1951,2114.0,B,세계적,segyejeok,명,noun,世界的,International,,1,1,
1952,2115.0,B,안전,anjeon,명,noun,安全,Safety,,1,1,
1953,2116.0,B,양파,yangpa,명,noun,洋-,An onion,,1,1,
1954,2117.0,B,이상,isang,명,noun,異常,"strange, abnormal, odd, weird, bizarre",,3,2,surface_duplicate
1955,2118.0,C,일종,iljong,명,noun,一種,"A kind, a sort, a species",,1,1,
1956,2119.0,C,처지,cheoji,명,noun,處地,"A situation,circumstances",,1,1,
1957,2120.0,B,촬영,chwaryeong,명,noun,撮影,"Photographing, taking pictures/films",,1,1,
1958,2121.0,C,타다,tada,동,verb,장작이~,(intransitive) to burn,,4,2,surface_duplicate
1959,2122.0,B,틀다,teulda,동,verb,,"To twist, wind",,1,1,
1960,2123.0,C,형편,hyeongpyeon,명,noun,形便,"The situation, the state of things (esp. financial)",,1,1,
1961,2124.0,B,가지,gaji,명,noun,~를치다,eggplant/aubergine,,2,2,surface_duplicate
1962,2125.0,B,감다,gamda,동,verb,눈을~,Close,,2,1,surface_duplicate
1963,2126.0,B,고추,gochu,명,noun,,Red pepper,,1,1,
1964,2127.0,B,규칙,gyuchik,명,noun,規則,Rules or regulations,,1,1,
1965,2128.0,C,본질,bonjil,명,noun,本質,"True nature,essence",,1,1,
1966,2129.0,C,비치다,bichida,동,verb,,Shine,,1,1,
